Case_ID,Department,Region,Priority,Channel,Customer_Type,Created_Date,Closed_Date,SLA_Days,Resolution_Hours,Status,SLA_Breach,Agent_ID,Reopen_Flag,Customer_Rating
CASE-113907,Policy Update,East,Low,Email,Retail,2024-09-27,2024-09-28 05:00:00,3,29,Closed,0.0,AGT-227,0,4.0
CASE-113908,Customer Support,North,Critical,Email,Retail,2024-05-22,2024-05-24 01:00:00,5,49,Closed,0.0,AGT-164,0,4.0
CASE-113909,Customer Support,North,Low,Email,Retail,2023-07-28,2023-08-01 11:00:00,10,107,Closed,0.0,AGT-298,0,3.0
CASE-113910,Policy Update,South,High,Phone,SME,2024-03-03,2024-03-05 02:00:00,10,50,Closed,0.0,AGT-156,1,4.0
CASE-113911,Policy Update,East,High,Phone,Retail,2024-01-28,2024-01-29 14:00:00,5,38,Closed,0.0,AGT-138,0,4.0
CASE-113912,Customer Support,West,Medium,Phone,Retail,2023-04-19,2023-04-20 09:00:00,3,33,Closed,0.0,AGT-152,0,5.0
CASE-113913,Onboarding,North,High,Phone,Retail,2023-12-14,2023-12-15 04:00:00,3,28,Closed,0.0,AGT-288,0,2.0
CASE-113914,Policy Update,Central,Low,Phone,Corporate,2023-02-19,2023-02-21 03:00:00,5,51,Closed,0.0,AGT-147,0,2.0
CASE-113915,Claims Processing,South,Medium,Chat,Corporate,2023-04-15,2023-04-16 09:00:00,3,33,Closed,0.0,AGT-288,0,4.0
CASE-113916,Claims Processing,North,Low,Phone,SME,2024-02-24,2024-02-24 22:00:00,3,22,Closed,0.0,AGT-246,1,3.0
CASE-113917,Policy Update,West,High,Portal,SME,2024-01-08,2024-01-09 14:00:00,7,38,Closed,0.0,AGT-207,0,3.0
CASE-113918,Onboarding,South,High,Chat,Retail,2023-01-27,2023-01-27 19:00:00,5,19,Closed,0.0,AGT-214,0,3.0
CASE-113919,Policy Update,West,High,Phone,Retail,2023-09-30,2023-10-01 22:00:00,5,46,Closed,0.0,AGT-213,0,5.0
CASE-113920,Customer Support,Central,Medium,Phone,SME,2024-10-10,2024-10-13 00:00:00,7,72,Closed,0.0,AGT-205,0,1.0
CASE-113921,Claims Processing,East,High,Portal,Retail,2023-12-06,,7,41,In Progress,,AGT-266,0,
CASE-113922,Onboarding,West,Critical,Email,Retail,2023-10-28,2023-10-29 07:00:00,5,31,Closed,0.0,AGT-190,0,2.0
CASE-113923,Customer Support,South,High,Chat,Retail,2024-04-24,2024-04-24 19:00:00,3,19,Closed,0.0,AGT-125,0,5.0
CASE-113924,Policy Update,West,Low,Email,Corporate,2024-06-27,2024-07-01 02:00:00,10,98,Closed,0.0,AGT-178,0,5.0
CASE-113925,Onboarding,Central,Medium,Chat,SME,2024-07-10,,7,5,Pending Customer,,AGT-187,0,
CASE-113926,Claims Processing,South,Medium,Email,SME,2023-09-22,2023-09-22 19:00:00,3,19,Closed,0.0,AGT-150,0,3.0
CASE-113927,Onboarding,West,High,Chat,Retail,2024-06-25,2024-06-26 06:00:00,7,30,Closed,0.0,AGT-278,0,2.0
CASE-113928,Policy Update,North,Critical,Chat,Retail,2024-08-18,2024-08-20 00:00:00,5,48,Closed,0.0,AGT-105,0,5.0
CASE-113929,Billing,North,Critical,Email,Retail,2023-06-15,2023-06-17 11:00:00,7,59,Closed,0.0,AGT-235,0,4.0
CASE-113930,Claims Processing,West,Medium,Phone,Corporate,2023-11-12,,5,30,In Progress,,AGT-281,0,
CASE-113931,Billing,South,Low,Phone,Corporate,2023-01-01,,5,21,In Progress,,AGT-185,0,
CASE-113932,Claims Processing,West,Low,Email,Corporate,2023-09-18,,7,37,Escalated,,AGT-174,0,
CASE-113933,Onboarding,South,High,Chat,Retail,2023-03-04,2023-03-05 23:00:00,7,47,Closed,0.0,AGT-148,0,3.0
CASE-113934,Policy Update,West,Medium,Portal,Retail,2024-04-27,,3,15,In Progress,,AGT-113,0,
CASE-113935,Customer Support,Central,High,Portal,Retail,2024-11-06,2024-11-06 15:00:00,3,15,Closed,0.0,AGT-270,0,3.0
CASE-113936,Customer Support,South,High,Phone,Retail,2023-11-17,2023-11-18 06:00:00,5,30,Closed,0.0,AGT-157,0,3.0
CASE-113937,Policy Update,West,Medium,Email,Corporate,2023-07-20,2023-07-21 12:00:00,5,36,Closed,0.0,AGT-186,0,3.0
CASE-113938,Claims Processing,Central,Medium,Portal,SME,2023-08-10,,5,13,Pending Customer,,AGT-248,0,
CASE-113939,Policy Update,East,High,Portal,Retail,2023-06-01,2023-06-02 03:00:00,7,27,Closed,0.0,AGT-288,0,5.0
CASE-113940,Billing,South,Low,Email,Retail,2024-10-05,2024-10-06 02:00:00,3,26,Closed,0.0,AGT-166,1,5.0
CASE-113941,Onboarding,East,Medium,Portal,Retail,2024-09-17,2024-09-19 23:00:00,7,71,Closed,0.0,AGT-115,0,1.0
CASE-113942,Billing,South,High,Phone,SME,2024-04-06,2024-04-07 14:00:00,7,38,Closed,0.0,AGT-264,0,3.0
CASE-113943,Billing,West,Medium,Chat,Retail,2023-08-05,,3,21,In Progress,,AGT-180,1,
CASE-113944,Claims Processing,Central,Low,Chat,Retail,2023-07-15,2023-07-18 13:00:00,7,85,Closed,0.0,AGT-185,0,3.0
CASE-113945,Policy Update,Central,Low,Phone,Corporate,2023-07-21,2023-07-26 09:00:00,15,129,Closed,0.0,AGT-170,0,3.0
CASE-113946,Onboarding,North,Low,Email,Corporate,2024-10-08,2024-10-08 19:00:00,3,19,Closed,0.0,AGT-247,0,4.0
CASE-113947,Claims Processing,West,Medium,Portal,Retail,2023-08-22,,10,34,In Progress,,AGT-134,0,
CASE-113948,Policy Update,East,Low,Chat,Retail,2023-05-21,2023-05-24 00:00:00,7,72,Closed,0.0,AGT-128,0,4.0
CASE-113949,Customer Support,West,Medium,Phone,Retail,2024-12-08,,5,16,Pending Customer,,AGT-229,0,
CASE-113950,Customer Support,Central,Medium,Phone,Retail,2024-05-12,2024-05-12 16:00:00,3,16,Closed,0.0,AGT-143,0,5.0
CASE-113951,Claims Processing,East,Low,Phone,Corporate,2024-07-08,2024-07-11 06:00:00,7,78,Closed,0.0,AGT-216,0,4.0
CASE-113952,Claims Processing,West,Medium,Chat,Retail,2023-02-26,2023-02-28 09:00:00,5,57,Closed,0.0,AGT-235,1,5.0
CASE-113953,Billing,North,Low,Chat,SME,2024-05-18,2024-05-20 04:00:00,7,52,Closed,0.0,AGT-156,0,4.0
CASE-113954,Onboarding,South,High,Chat,Retail,2023-05-22,2023-05-24 22:00:00,10,70,Closed,0.0,AGT-225,0,3.0
CASE-113955,Onboarding,North,Medium,Email,SME,2024-12-22,2024-12-23 03:00:00,5,27,Closed,0.0,AGT-154,0,4.0
CASE-113956,Policy Update,South,Low,Email,Retail,2024-08-06,2024-08-07 10:00:00,5,34,Closed,0.0,AGT-146,0,4.0
CASE-113957,Policy Update,West,Critical,Email,Retail,2024-06-22,,3,23,Escalated,,AGT-288,0,
CASE-113958,Policy Update,East,Medium,Email,Retail,2024-10-01,2024-10-01 17:00:00,3,17,Closed,0.0,AGT-285,0,4.0
CASE-113959,Customer Support,North,Medium,Email,Corporate,2023-04-16,2023-04-18 20:00:00,10,68,Closed,0.0,AGT-118,0,3.0
CASE-113960,Billing,Central,Low,Chat,Retail,2023-06-14,2023-06-15 07:00:00,3,31,Closed,0.0,AGT-142,0,2.0
CASE-113961,Claims Processing,South,Medium,Chat,Retail,2023-08-03,2023-08-05 07:00:00,5,55,Closed,0.0,AGT-167,0,4.0
CASE-113962,Policy Update,East,Medium,Chat,SME,2023-03-12,2023-03-13 21:00:00,5,45,Closed,0.0,AGT-108,0,4.0
CASE-113963,Policy Update,North,Low,Portal,SME,2024-12-16,2024-12-17 01:00:00,10,25,Closed,0.0,AGT-206,0,4.0
CASE-113964,Billing,West,Medium,Phone,Retail,2024-10-26,2024-10-28 01:00:00,5,49,Closed,0.0,AGT-225,0,3.0
CASE-113965,Onboarding,Central,Critical,Portal,Retail,2024-08-01,2024-08-07 02:00:00,15,146,Closed,0.0,AGT-133,1,4.0
CASE-113966,Policy Update,West,Medium,Chat,SME,2023-03-31,2023-04-02 01:00:00,7,49,Closed,0.0,AGT-101,0,4.0
CASE-113967,Onboarding,South,Medium,Email,Corporate,2023-08-16,2023-08-19 08:00:00,10,80,Closed,0.0,AGT-222,0,4.0
CASE-113968,Onboarding,Central,High,Phone,SME,2023-03-20,2023-03-20 02:00:00,3,2,Closed,0.0,AGT-145,0,4.0
CASE-113969,Policy Update,North,Medium,Email,Retail,2024-08-30,2024-08-31 23:00:00,5,47,Closed,0.0,AGT-209,0,4.0
CASE-113970,Onboarding,East,Medium,Phone,Retail,2023-12-15,2023-12-16 03:00:00,3,27,Closed,0.0,AGT-151,0,4.0
CASE-113971,Policy Update,East,Critical,Portal,Retail,2023-09-03,2023-09-04 16:00:00,5,40,Closed,0.0,AGT-254,0,3.0
CASE-113972,Claims Processing,North,Low,Chat,Retail,2023-09-29,2023-10-02 13:00:00,7,85,Closed,0.0,AGT-161,0,2.0
CASE-113973,Billing,West,Low,Chat,Corporate,2024-02-07,2024-02-08 12:00:00,3,36,Closed,0.0,AGT-153,0,4.0
CASE-113974,Policy Update,South,Low,Chat,Retail,2024-10-30,2024-10-30 15:00:00,3,15,Closed,0.0,AGT-266,0,5.0
CASE-113975,Policy Update,South,Low,Chat,Retail,2023-04-26,,7,21,Pending Customer,,AGT-252,0,
CASE-113976,Policy Update,West,Medium,Phone,SME,2024-03-10,2024-03-10 20:00:00,3,20,Closed,0.0,AGT-238,0,3.0
CASE-113977,Onboarding,Central,Low,Phone,Retail,2024-06-13,2024-06-14 20:00:00,5,44,Closed,0.0,AGT-287,0,2.0
CASE-113978,Claims Processing,South,Medium,Email,SME,2024-03-17,2024-03-18 01:00:00,3,25,Closed,0.0,AGT-134,0,3.0
CASE-113979,Claims Processing,South,Low,Portal,SME,2023-06-21,2023-06-23 19:00:00,7,67,Closed,0.0,AGT-263,0,4.0
CASE-113980,Customer Support,East,Medium,Portal,Retail,2023-01-16,2023-01-16 21:00:00,5,21,Closed,0.0,AGT-116,0,3.0
CASE-113981,Claims Processing,East,Low,Portal,SME,2023-02-25,2023-02-28 08:00:00,7,80,Closed,0.0,AGT-122,1,4.0
CASE-113982,Customer Support,North,Medium,Portal,Retail,2024-08-13,2024-08-15 04:00:00,5,52,Closed,0.0,AGT-274,0,4.0
CASE-113983,Billing,South,Medium,Chat,SME,2023-04-13,2023-04-14 02:00:00,5,26,Closed,0.0,AGT-113,0,4.0
CASE-113984,Customer Support,North,Low,Phone,Retail,2023-10-11,2023-10-13 13:00:00,10,61,Closed,0.0,AGT-175,0,4.0
CASE-113985,Customer Support,Central,High,Chat,Retail,2024-12-05,2024-12-07 22:00:00,7,70,Closed,0.0,AGT-129,0,3.0
CASE-113986,Claims Processing,South,Medium,Chat,SME,2024-05-31,2024-06-01 08:00:00,5,32,Closed,0.0,AGT-152,0,3.0
CASE-113987,Customer Support,South,Medium,Phone,Retail,2024-09-09,,7,20,Escalated,,AGT-219,0,
CASE-113988,Claims Processing,West,Low,Email,Retail,2023-10-05,2023-10-06 09:00:00,3,33,Closed,0.0,AGT-249,0,4.0
CASE-113989,Policy Update,East,Low,Chat,Retail,2024-09-03,2024-09-05 10:00:00,10,58,Closed,0.0,AGT-126,0,4.0
CASE-113990,Claims Processing,West,High,Phone,Retail,2023-09-26,2023-09-29 02:00:00,7,74,Closed,0.0,AGT-278,0,5.0
CASE-113991,Policy Update,North,Low,Portal,Retail,2024-02-04,2024-02-06 00:00:00,5,48,Closed,0.0,AGT-104,0,4.0
CASE-113992,Customer Support,West,High,Portal,Retail,2024-05-17,2024-05-18 13:00:00,10,37,Closed,0.0,AGT-191,0,2.0
CASE-113993,Customer Support,South,Low,Phone,Retail,2023-03-27,,3,9,In Progress,,AGT-211,0,
CASE-113994,Customer Support,North,Low,Chat,Retail,2023-11-16,2023-11-17 15:00:00,7,39,Closed,0.0,AGT-171,0,4.0
CASE-113995,Onboarding,South,Low,Portal,Retail,2023-02-01,2023-02-06 04:00:00,15,124,Closed,0.0,AGT-119,0,2.0
CASE-113996,Billing,West,Low,Email,Retail,2023-12-02,,5,11,In Progress,,AGT-193,0,
CASE-113997,Claims Processing,West,High,Phone,SME,2023-02-20,2023-02-20 05:00:00,3,5,Closed,0.0,AGT-145,0,3.0
CASE-113998,Billing,Central,Medium,Chat,Retail,2023-03-20,2023-03-22 13:00:00,7,61,Closed,0.0,AGT-142,0,4.0
CASE-113999,Customer Support,North,High,Portal,SME,2024-11-28,,3,23,In Progress,,AGT-276,0,
CASE-114000,Claims Processing,East,High,Phone,Retail,2023-06-23,2023-06-27 13:00:00,10,109,Closed,0.0,AGT-295,0,3.0
CASE-114001,Claims Processing,North,Medium,Phone,Corporate,2024-09-09,,3,17,Escalated,,AGT-120,1,
CASE-114002,Customer Support,South,Low,Chat,Retail,2024-05-15,2024-05-18 00:00:00,7,72,Closed,0.0,AGT-196,0,3.0
CASE-114003,Billing,North,Low,Portal,Retail,2024-07-28,2024-07-29 15:00:00,5,39,Closed,0.0,AGT-173,1,4.0
CASE-114004,Policy Update,South,Low,Chat,Retail,2023-03-17,,3,10,In Progress,,AGT-166,0,
CASE-114005,Billing,South,Medium,Chat,Retail,2023-11-12,2023-11-15 07:00:00,10,79,Closed,0.0,AGT-177,0,4.0
CASE-114006,Billing,North,High,Portal,Retail,2024-01-08,2024-01-11 00:00:00,7,72,Closed,0.0,AGT-147,1,3.0
CASE-114007,Policy Update,West,Medium,Portal,Retail,2023-03-22,2023-03-23 03:00:00,5,27,Closed,0.0,AGT-134,0,4.0
CASE-114008,Policy Update,North,Medium,Portal,SME,2024-10-01,,5,33,In Progress,,AGT-287,1,
CASE-114009,Policy Update,Central,Critical,Portal,Corporate,2024-11-25,2024-11-26 20:00:00,7,44,Closed,0.0,AGT-119,0,3.0
CASE-114010,Customer Support,West,Medium,Chat,Retail,2024-11-27,2024-11-29 21:00:00,10,69,Closed,0.0,AGT-271,0,4.0
CASE-114011,Onboarding,East,Medium,Portal,SME,2023-03-12,2023-03-13 22:00:00,7,46,Closed,0.0,AGT-221,0,5.0
CASE-114012,Customer Support,East,Medium,Phone,Corporate,2024-10-27,,7,30,In Progress,,AGT-269,0,
CASE-114013,Onboarding,North,Medium,Chat,SME,2024-10-13,,3,4,Pending Customer,,AGT-116,0,
CASE-114014,Billing,Central,High,Portal,SME,2023-03-12,2023-03-13 18:00:00,10,42,Closed,0.0,AGT-127,0,3.0
CASE-114015,Billing,North,Low,Email,Corporate,2023-02-15,2023-02-18 06:00:00,7,78,Closed,0.0,AGT-236,0,3.0
CASE-114016,Billing,East,High,Phone,SME,2023-02-16,2023-02-17 00:00:00,5,24,Closed,0.0,AGT-232,0,2.0
CASE-114017,Policy Update,Central,Medium,Email,Retail,2024-08-13,2024-08-15 05:00:00,5,53,Closed,0.0,AGT-217,0,4.0
CASE-114018,Claims Processing,East,Medium,Chat,SME,2024-02-26,2024-02-28 01:00:00,5,49,Closed,0.0,AGT-265,0,4.0
CASE-114019,Claims Processing,East,Low,Chat,Retail,2023-05-29,,10,24,In Progress,,AGT-117,0,
CASE-114020,Policy Update,North,Medium,Email,Retail,2023-05-10,2023-05-11 18:00:00,7,42,Closed,0.0,AGT-119,0,5.0
CASE-114021,Policy Update,East,Low,Chat,Retail,2024-03-31,2024-04-03 20:00:00,10,92,Closed,0.0,AGT-290,0,5.0
CASE-114022,Billing,South,Low,Phone,Retail,2024-09-30,2024-10-01 22:00:00,5,46,Closed,0.0,AGT-278,0,5.0
CASE-114023,Onboarding,East,Medium,Portal,Retail,2024-09-22,2024-09-23 06:00:00,7,30,Closed,0.0,AGT-108,0,3.0
CASE-114024,Claims Processing,West,Medium,Portal,Retail,2024-05-19,2024-05-23 08:00:00,10,104,Closed,0.0,AGT-212,0,4.0
CASE-114025,Customer Support,East,Medium,Phone,Retail,2023-09-01,2023-09-01 17:00:00,3,17,Closed,0.0,AGT-245,0,5.0
CASE-114026,Policy Update,Central,Medium,Phone,Retail,2024-04-18,2024-04-18 23:00:00,5,23,Closed,0.0,AGT-180,0,3.0
CASE-114027,Customer Support,Central,Low,Email,Corporate,2024-01-17,2024-01-19 17:00:00,7,65,Closed,0.0,AGT-219,1,4.0
CASE-114028,Policy Update,West,Medium,Portal,SME,2023-04-13,2023-04-15 06:00:00,10,54,Closed,0.0,AGT-253,0,4.0
CASE-114029,Claims Processing,Central,High,Phone,SME,2024-05-03,2024-05-03 20:00:00,3,20,Closed,0.0,AGT-207,0,3.0
CASE-114030,Onboarding,West,High,Portal,Corporate,2023-02-06,2023-02-06 17:00:00,3,17,Closed,0.0,AGT-249,0,3.0
CASE-114031,Claims Processing,West,Low,Email,Retail,2024-10-15,,3,6,Pending Customer,,AGT-174,0,
CASE-114032,Billing,East,Medium,Chat,Retail,2024-07-02,2024-07-03 03:00:00,5,27,Closed,0.0,AGT-167,0,5.0
CASE-114033,Customer Support,Central,Low,Email,SME,2024-06-03,2024-06-04 22:00:00,5,46,Closed,0.0,AGT-263,0,5.0
CASE-114034,Billing,Central,Medium,Email,Retail,2023-11-29,2023-12-01 10:00:00,5,58,Closed,0.0,AGT-181,0,5.0
CASE-114035,Customer Support,West,Low,Email,Corporate,2024-02-01,2024-02-06 07:00:00,10,127,Closed,0.0,AGT-255,0,3.0
CASE-114036,Claims Processing,South,Medium,Portal,Retail,2023-10-23,,7,18,In Progress,,AGT-241,0,
CASE-114037,Policy Update,West,High,Email,Retail,2023-04-17,2023-04-17 23:00:00,3,23,Closed,0.0,AGT-113,0,3.0
CASE-114038,Customer Support,South,Low,Phone,Retail,2024-06-13,2024-06-16 01:00:00,10,73,Closed,0.0,AGT-145,0,5.0
CASE-114039,Billing,West,Medium,Chat,Retail,2023-03-24,2023-03-27 02:00:00,7,74,Closed,0.0,AGT-287,1,4.0
CASE-114040,Customer Support,South,Medium,Chat,SME,2023-10-15,,3,18,In Progress,,AGT-294,0,
CASE-114041,Customer Support,East,High,Portal,Retail,2024-12-06,2024-12-07 02:00:00,5,26,Closed,0.0,AGT-174,1,4.0
CASE-114042,Onboarding,South,Low,Chat,Retail,2024-04-05,2024-04-08 16:00:00,7,88,Closed,0.0,AGT-208,0,4.0
CASE-114043,Customer Support,North,Critical,Email,Retail,2023-08-03,2023-08-05 08:00:00,7,56,Closed,0.0,AGT-214,0,3.0
CASE-114044,Customer Support,West,Medium,Chat,Retail,2023-10-08,,5,15,In Progress,,AGT-297,0,
CASE-114045,Customer Support,West,Low,Portal,Retail,2024-04-03,2024-04-04 07:00:00,3,31,Closed,0.0,AGT-195,0,4.0
CASE-114046,Onboarding,South,Medium,Phone,Retail,2023-12-10,2023-12-13 00:00:00,10,72,Closed,0.0,AGT-236,0,5.0
CASE-114047,Policy Update,South,Low,Portal,SME,2023-07-13,2023-07-14 22:00:00,5,46,Closed,0.0,AGT-216,1,5.0
CASE-114048,Onboarding,East,Medium,Chat,Corporate,2023-06-07,2023-06-09 01:00:00,7,49,Closed,0.0,AGT-178,0,2.0
CASE-114049,Customer Support,West,High,Email,Retail,2024-04-09,,7,23,Pending Customer,,AGT-133,0,
CASE-114050,Onboarding,West,Low,Chat,Retail,2023-04-14,2023-04-14 20:00:00,5,20,Closed,0.0,AGT-234,0,3.0
CASE-114051,Claims Processing,Central,Low,Email,Retail,2023-02-03,2023-02-03 21:00:00,3,21,Closed,0.0,AGT-140,0,3.0
CASE-114052,Claims Processing,South,Low,Portal,Retail,2023-04-12,2023-04-13 09:00:00,3,33,Closed,0.0,AGT-290,0,4.0
CASE-114053,Onboarding,South,Medium,Chat,Retail,2024-09-30,2024-09-30 22:00:00,3,22,Closed,0.0,AGT-168,0,5.0
CASE-114054,Billing,Central,Low,Chat,Retail,2024-12-26,2024-12-27 14:00:00,3,38,Closed,0.0,AGT-259,0,5.0
CASE-114055,Customer Support,East,Critical,Chat,Retail,2023-11-21,2023-11-22 22:00:00,7,46,Closed,0.0,AGT-180,0,4.0
CASE-114056,Customer Support,Central,High,Phone,Retail,2024-11-21,2024-11-22 18:00:00,5,42,Closed,0.0,AGT-170,0,1.0
CASE-114057,Customer Support,South,Medium,Chat,Retail,2024-08-14,2024-08-15 22:00:00,5,46,Closed,0.0,AGT-122,0,3.0
CASE-114058,Claims Processing,East,Low,Phone,Retail,2023-05-21,2023-05-22 19:00:00,7,43,Closed,0.0,AGT-153,0,4.0
CASE-114059,Policy Update,South,Low,Email,Retail,2024-04-18,2024-04-23 15:00:00,10,135,Closed,0.0,AGT-120,0,5.0
CASE-114060,Customer Support,West,Medium,Phone,Retail,2023-01-31,2023-02-03 22:00:00,10,94,Closed,0.0,AGT-173,0,3.0
CASE-114061,Claims Processing,North,Medium,Phone,Retail,2023-03-04,2023-03-04 18:00:00,3,18,Closed,0.0,AGT-219,0,3.0
CASE-114062,Customer Support,West,Low,Email,Corporate,2024-07-13,,5,19,Pending Customer,,AGT-137,0,
CASE-114063,Onboarding,Central,High,Portal,Retail,2023-03-28,2023-03-28 22:00:00,3,22,Closed,0.0,AGT-169,0,5.0
CASE-114064,Policy Update,East,Medium,Portal,Retail,2023-10-31,2023-10-31 11:00:00,3,11,Closed,0.0,AGT-188,0,5.0
CASE-114065,Claims Processing,West,Low,Portal,Retail,2023-03-02,2023-03-04 13:00:00,7,61,Closed,0.0,AGT-153,1,5.0
CASE-114066,Billing,East,Low,Email,Retail,2024-01-31,2024-02-02 00:00:00,5,48,Closed,0.0,AGT-299,0,3.0
CASE-114067,Claims Processing,East,Medium,Chat,SME,2023-11-30,2023-12-02 12:00:00,7,60,Closed,0.0,AGT-152,0,3.0
CASE-114068,Claims Processing,Central,High,Portal,Retail,2024-02-15,2024-02-16 06:00:00,5,30,Closed,0.0,AGT-293,0,4.0
CASE-114069,Policy Update,Central,Medium,Email,SME,2023-10-11,2023-10-11 10:00:00,3,10,Closed,0.0,AGT-237,0,2.0
CASE-114070,Policy Update,North,Critical,Chat,SME,2024-04-10,,10,13,Pending Customer,,AGT-251,0,
CASE-114071,Claims Processing,Central,Low,Chat,Retail,2023-03-21,,3,20,In Progress,,AGT-120,0,
CASE-114072,Policy Update,Central,Low,Phone,Retail,2024-11-22,2024-11-22 20:00:00,3,20,Closed,0.0,AGT-214,0,3.0
CASE-114073,Policy Update,Central,Medium,Phone,Retail,2023-03-18,2023-03-20 04:00:00,5,52,Closed,0.0,AGT-107,0,4.0
CASE-114074,Onboarding,East,High,Email,Retail,2024-06-23,2024-06-29 09:00:00,15,153,Closed,0.0,AGT-175,0,4.0
CASE-114075,Claims Processing,North,Medium,Portal,SME,2023-12-27,,5,15,Cancelled,,AGT-204,0,
CASE-114076,Claims Processing,Central,Low,Phone,Retail,2023-03-18,,5,35,In Progress,,AGT-262,1,
CASE-114077,Claims Processing,Central,Low,Email,Retail,2024-05-23,2024-05-27 02:00:00,7,98,Closed,0.0,AGT-226,0,5.0
CASE-114078,Customer Support,North,High,Chat,SME,2023-06-13,2023-06-14 16:00:00,7,40,Closed,0.0,AGT-277,1,5.0
CASE-114079,Customer Support,North,Low,Email,Retail,2023-01-09,2023-01-11 22:00:00,10,70,Closed,0.0,AGT-290,0,2.0
CASE-114080,Customer Support,South,High,Chat,Retail,2023-06-24,2023-06-25 17:00:00,5,41,Closed,0.0,AGT-222,0,2.0
CASE-114081,Customer Support,North,High,Chat,Retail,2024-04-06,2024-04-09 09:00:00,15,81,Closed,0.0,AGT-132,0,3.0
CASE-114082,Claims Processing,West,High,Email,SME,2023-11-03,2023-11-04 15:00:00,7,39,Closed,0.0,AGT-210,0,3.0
CASE-114083,Onboarding,West,Low,Email,Corporate,2024-08-10,2024-08-12 04:00:00,5,52,Closed,0.0,AGT-143,0,3.0
CASE-114084,Claims Processing,North,Low,Phone,SME,2023-09-02,2023-09-03 04:00:00,5,28,Closed,0.0,AGT-161,0,4.0
CASE-114085,Billing,West,Low,Email,Retail,2023-05-02,2023-05-05 09:00:00,10,81,Closed,0.0,AGT-280,0,1.0
CASE-114086,Policy Update,South,Low,Email,Retail,2023-07-04,2023-07-06 20:00:00,7,68,Closed,0.0,AGT-250,0,5.0
CASE-114087,Claims Processing,East,Low,Chat,Retail,2023-02-01,2023-02-04 00:00:00,7,72,Closed,0.0,AGT-120,0,4.0
CASE-114088,Claims Processing,East,Medium,Phone,Retail,2024-07-22,,7,16,In Progress,,AGT-270,0,
CASE-114089,Onboarding,Central,Medium,Chat,SME,2023-11-06,,5,23,In Progress,,AGT-207,0,
CASE-114090,Billing,East,Medium,Portal,Retail,2024-01-07,2024-01-08 09:00:00,3,33,Closed,0.0,AGT-157,0,5.0
CASE-114091,Onboarding,Central,Medium,Chat,Retail,2024-10-17,2024-10-18 11:00:00,5,35,Closed,0.0,AGT-238,0,4.0
CASE-114092,Billing,Central,Medium,Phone,Retail,2024-08-18,2024-08-19 02:00:00,5,26,Closed,0.0,AGT-246,1,3.0
CASE-114093,Onboarding,Central,Medium,Email,Retail,2023-02-25,2023-02-25 20:00:00,3,20,Closed,0.0,AGT-133,0,5.0
CASE-114094,Customer Support,South,Medium,Phone,Retail,2023-09-30,2023-10-01 23:00:00,5,47,Closed,0.0,AGT-284,0,3.0
CASE-114095,Policy Update,North,High,Phone,Retail,2024-04-08,,7,18,Pending Customer,,AGT-196,0,
CASE-114096,Policy Update,South,Medium,Phone,Corporate,2024-11-08,2024-11-08 17:00:00,3,17,Closed,0.0,AGT-297,0,4.0
CASE-114097,Customer Support,West,Low,Portal,SME,2024-03-31,2024-04-01 08:00:00,3,32,Closed,0.0,AGT-170,0,3.0
CASE-114098,Billing,South,High,Phone,Retail,2024-10-31,2024-11-03 12:00:00,10,84,Closed,0.0,AGT-289,0,4.0
CASE-114099,Billing,North,Medium,Phone,Retail,2023-09-06,,7,45,Escalated,,AGT-185,0,
CASE-114100,Claims Processing,North,High,Chat,Corporate,2024-11-28,2024-11-29 00:00:00,3,24,Closed,0.0,AGT-237,1,3.0
CASE-114101,Claims Processing,North,Low,Portal,Retail,2023-03-19,2023-03-21 21:00:00,10,69,Closed,0.0,AGT-162,0,3.0
CASE-114102,Policy Update,Central,Medium,Chat,SME,2024-06-17,2024-06-18 16:00:00,7,40,Closed,0.0,AGT-235,0,1.0
CASE-114103,Onboarding,West,Medium,Portal,SME,2023-04-18,2023-04-19 11:00:00,5,35,Closed,0.0,AGT-264,0,1.0
CASE-114104,Billing,East,Low,Portal,SME,2023-09-30,2023-10-01 16:00:00,5,40,Closed,0.0,AGT-136,0,5.0
CASE-114105,Billing,Central,Medium,Phone,Retail,2023-01-15,2023-01-16 00:00:00,3,24,Closed,0.0,AGT-189,0,3.0
CASE-114106,Policy Update,Central,High,Chat,SME,2024-01-05,2024-01-09 13:00:00,10,109,Closed,0.0,AGT-138,0,4.0
CASE-114107,Onboarding,West,Critical,Chat,Retail,2023-10-31,2023-11-01 17:00:00,5,41,Closed,0.0,AGT-265,0,4.0
CASE-114108,Billing,South,High,Phone,SME,2024-11-02,2024-11-03 11:00:00,5,35,Closed,0.0,AGT-258,0,3.0
CASE-114109,Billing,East,Critical,Email,Corporate,2023-07-24,2023-07-26 06:00:00,10,54,Closed,0.0,AGT-208,0,5.0
CASE-114110,Policy Update,South,High,Phone,Retail,2023-04-23,2023-04-24 04:00:00,3,28,Closed,0.0,AGT-185,0,4.0
CASE-114111,Policy Update,East,Medium,Chat,SME,2024-11-10,,3,22,Pending Customer,,AGT-217,0,
CASE-114112,Billing,West,Medium,Phone,Retail,2023-09-10,2023-09-11 00:00:00,3,24,Closed,0.0,AGT-257,0,5.0
CASE-114113,Billing,South,Medium,Email,Corporate,2024-03-16,2024-03-17 02:00:00,3,26,Closed,0.0,AGT-278,0,3.0
